invoice_num,payment_method
I109715,Debit Card
I526064,Credit Card
I326148,Cash
I296489,Credit Card
I209481,Credit Card
I339512,Credit Card
I691935,Cash
I919583,Credit Card
I113086,Cash
I183516,Cash
I107965,Credit Card
I146950,Cash
I261519,Cash
I253892,Debit Card
I510992,Cash
I167924,Cash
I569393,Cash
I269716,Debit Card
I285634,Cash
I227848,Cash
I250461,Cash
I248429,Debit Card
I699261,Debit Card
I265903,Cash
I140875,Cash
I156351,Cash
I177537,Cash
I229528,Credit Card
I340081,Debit Card
I772850,Cash
I202382,Cash
I940495,Cash
I175141,Cash
I175475,Credit Card
I122787,Credit Card
I346342,Credit Card
I268330,Cash
I252629,Credit Card
I302887,Cash
I123114,Credit Card
I125057,Debit Card
I545404,Debit Card
I205770,Cash
I496195,Credit Card
I261806,Cash
I166741,Debit Card
I198319,Credit Card
I184311,Credit Card
I236543,Credit Card
I202266,Credit Card
I444088,Cash
I175936,Debit Card
I404197,Debit Card
I337440,Credit Card
I175521,Cash
I276594,Credit Card
I297141,Credit Card
I236513,Cash
I960442,Cash
I164635,Debit Card
I170797,Cash
I333508,Cash
I946392,Cash
I302373,Cash
I318915,Cash
I257218,Debit Card
I289455,Debit Card
I978693,Cash
I793836,Cash
I332011,Credit Card
I282017,Cash
I296657,Cash
I119063,Credit Card
I196058,Cash
I835008,Credit Card
I852057,Debit Card
I456731,Cash
I134854,Credit Card
I171775,Credit Card
I825581,Credit Card
I187124,Debit Card
I936084,Credit Card
I481272,Credit Card
I144997,Debit Card
I176337,Cash
I236037,Cash
I312161,Credit Card
I222740,Credit Card
I332112,Credit Card
I800272,Debit Card
I658459,Credit Card
I121493,Credit Card
I280314,Credit Card
I649394,Credit Card
I904632,Credit Card
I317469,Cash
I209272,Cash
I259223,Cash
I268539,Cash
I870998,Cash
I157573,Credit Card
I335487,Credit Card
I127352,Credit Card
I206794,Cash
I718908,Credit Card
I328343,Cash
I302464,Credit Card
I136227,Cash
I178536,Cash
I234851,Credit Card
I241161,Cash
I201046,Debit Card
I121854,Cash
I590868,Cash
I425587,Cash
I276277,Cash
I196395,Credit Card
I178271,Credit Card
I105311,Cash
I811674,Debit Card
I185282,Credit Card
I199518,Credit Card
I258785,Cash
I689538,Cash
I243575,Cash
I152656,Cash
I149685,Credit Card
I624887,Debit Card
I269552,Credit Card
I214406,Cash
I113339,Debit Card
I160943,Credit Card
I324302,Cash
I972246,Credit Card
I572600,Cash
I158162,Credit Card
I537131,Debit Card
I297237,Cash
I244651,Credit Card
I240450,Debit Card
I516241,Cash
I181086,Debit Card
I291832,Credit Card
I168837,Credit Card
I235430,Debit Card
I479426,Credit Card
I225810,Credit Card
I314896,Debit Card
I119728,Cash
I172357,Cash
I106411,Debit Card
I360989,Credit Card
I397266,Credit Card
I508931,Cash
I339234,Cash
I288609,Cash
I262373,Credit Card
I246507,Debit Card
I273516,Debit Card
I720093,Cash
I280362,Credit Card
I202725,Cash
I121270,Debit Card
I804074,Cash
I221385,Credit Card
I204962,Cash
I269482,Credit Card
I251179,Credit Card
I152681,Cash
I297470,Cash
I237677,Debit Card
I889893,Cash
I335112,Credit Card
I105053,Credit Card
I955630,Credit Card
I837483,Cash
I314599,Cash
I178922,Credit Card
I175744,Credit Card
I280775,Cash
I778196,Cash
I215139,Debit Card
I308803,Debit Card
I922082,Cash
I330137,Cash
I565813,Debit Card
I290510,Debit Card
I240898,Credit Card
I110269,Cash
I285827,Cash
I190016,Credit Card
I169719,Credit Card
I199471,Debit Card
I134323,Cash
I588753,Debit Card
I264804,Cash
I156620,Credit Card
I203057,Cash
I114638,Credit Card
I143122,Debit Card
I173941,Cash
I288375,Credit Card
I194969,Credit Card
I166800,Cash
I984197,Debit Card
I190735,Credit Card
I556948,Debit Card
I780799,Credit Card
I309290,Cash
I189760,Debit Card
I515323,Credit Card
I159249,Cash
I579439,Credit Card
I136596,Debit Card
I324641,Cash
I221053,Cash
I222114,Credit Card
I293804,Debit Card
I101219,Credit Card
I321934,Cash
I619435,Cash
I206468,Cash
I187650,Debit Card
I265820,Cash
I546559,Debit Card
I501896,Cash
I301866,Credit Card
I641820,Cash
I130155,Credit Card
I292548,Credit Card
I742453,Cash
I216407,Cash
I250710,Cash
I214664,Cash
I243749,Credit Card
I651781,Cash
I313279,Cash
I243106,Credit Card
I142153,Debit Card
I144811,Cash
I247765,Debit Card
I298560,Debit Card
I893853,Cash
I306488,Cash
I229903,Debit Card
I249778,Cash
I353378,Credit Card
I134740,Debit Card
I945015,Debit Card
I233894,Cash
I125370,Credit Card
I502940,Credit Card
I113818,Credit Card
I382271,Credit Card
I136769,Cash
I628122,Credit Card
I206106,Debit Card
I134425,Cash
I327800,Credit Card
I295323,Cash
I215822,Credit Card
I407536,Cash
I262443,Cash
I184251,Cash
I107001,Cash
I254249,Debit Card
I302154,Cash
I264706,Debit Card
I132113,Credit Card
I282873,Debit Card
I313574,Cash
I248407,Cash
I104573,Cash
I197646,Cash
I881924,Debit Card
I190002,Credit Card
I239976,Cash
I141042,Cash
I149051,Credit Card
I875766,Credit Card
I177102,Cash
I236072,Debit Card
I902458,Debit Card
I881430,Credit Card
I140837,Cash
I242381,Credit Card
I264363,Credit Card
I250876,Credit Card
I103924,Credit Card
I310777,Credit Card
I184855,Credit Card
I207496,Credit Card
I200969,Cash
I169184,Cash
I596317,Credit Card
I596743,Debit Card
I276351,Credit Card
I213331,Cash
I870712,Debit Card
I126422,Cash
I137820,Credit Card
I263833,Credit Card
I294948,Debit Card
I286305,Debit Card
I361442,Cash
I144679,Cash
I214244,Credit Card
I199321,Cash
I915618,Credit Card
I206537,Credit Card
I253974,Credit Card
I195880,Cash
I146450,Credit Card
I181460,Credit Card
I282769,Cash
I679731,Cash
I228804,Debit Card
I248180,Debit Card
I265425,Credit Card
I156425,Cash
I292682,Cash
I642981,Credit Card
I334303,Debit Card
I563412,Credit Card
I148071,Debit Card
I284895,Credit Card
I186370,Cash
I173720,Debit Card
I245575,Cash
I301955,Credit Card
I424859,Credit Card
I289734,Debit Card
I335636,Credit Card
I252379,Cash
I326400,Credit Card
I334950,Debit Card
I160515,Cash
I488100,Credit Card
I321865,Cash
I276905,Debit Card
I116724,Cash
I221286,Debit Card
I239940,Cash
I139426,Debit Card
I225088,Debit Card
I117562,Cash
I669802,Cash
I192132,Cash
I906254,Debit Card
I304748,Debit Card
I277168,Credit Card
I135151,Cash
I203816,Debit Card
I606172,Debit Card
I175270,Cash
I237114,Cash
I328728,Cash
I272759,Credit Card
I213558,Debit Card
I148156,Credit Card
I755744,Cash
I176249,Debit Card
I969346,Cash
I244826,Cash
I268213,Credit Card
I148133,Credit Card
I176296,Cash
I105514,Cash
I228144,Credit Card
I150009,Cash
I276355,Cash
I301033,Cash
I257380,Credit Card
I215519,Cash
I163052,Credit Card
I609817,Debit Card
I632750,Credit Card
I867033,Debit Card
I281098,Debit Card
I281733,Cash
I492537,Credit Card
I313919,Cash
I249744,Credit Card
I241900,Debit Card
I280226,Cash
I284916,Debit Card
I535657,Cash
I233279,Cash
I119152,Debit Card
I267401,Cash
I706637,Credit Card
I550732,Debit Card
I349229,Cash
I332642,Cash
I958526,Credit Card
I223101,Credit Card
I203541,Cash
I270314,Credit Card
I142778,Credit Card
I339139,Credit Card
I287999,Cash
I237755,Credit Card
I289603,Cash
I846073,Credit Card
I165073,Cash
I312716,Credit Card
I282304,Credit Card
I161675,Credit Card
I156348,Credit Card
I257815,Credit Card
I102470,Credit Card
I163405,Debit Card
I109339,Cash
I288605,Credit Card
I201749,Credit Card
I326761,Cash
I664266,Credit Card
I901666,Cash
I239332,Credit Card
I309461,Cash
I310666,Cash
I273037,Cash
I296785,Credit Card
I158535,Credit Card
I838572,Credit Card
I324982,Cash
I192727,Cash
I265950,Credit Card
I581159,Credit Card
I308617,Credit Card
I288251,Cash
I137832,Credit Card
I138676,Cash
I531430,Credit Card
I306483,Credit Card
I995353,Cash
I977567,Cash
I114140,Debit Card
I518567,Cash
I271390,Credit Card
I158383,Cash
I326161,Credit Card
I269795,Debit Card
I140878,Cash
I138042,Debit Card
I514210,Cash
I195944,Credit Card
I371149,Credit Card
I991881,Cash
I112916,Cash
I757377,Cash
I718740,Cash
I176812,Debit Card
I300867,Cash
I189974,Cash
I554317,Credit Card
I745672,Credit Card
I108639,Credit Card
I254005,Credit Card
I281659,Cash
I698155,Credit Card
I112256,Debit Card
I614307,Credit Card
I103617,Credit Card
I244326,Debit Card
I312373,Cash
I958557,Credit Card
I265200,Debit Card
I696981,Credit Card
I182684,Cash
I308826,Cash
I337123,Cash
I285743,Cash
I534670,Debit Card
I927404,Debit Card
I115494,Cash
I859174,Cash
I199906,Cash
I282448,Cash
I138780,Credit Card
I527800,Credit Card
I320903,Debit Card
I170433,Debit Card
I806560,Credit Card
I142426,Credit Card
I149880,Cash
I197938,Debit Card
I141644,Cash
I180350,Cash
I210771,Credit Card
I263589,Cash
I103076,Debit Card
I929568,Credit Card
I108797,Cash
I218583,Debit Card
I180988,Credit Card
I589748,Cash
I117086,Cash
I569130,Credit Card
I206574,Debit Card
I232584,Credit Card
I137738,Credit Card
I977450,Cash
I318318,Credit Card
I160001,Cash
I319446,Debit Card
I227414,Cash
I935688,Debit Card
I770845,Credit Card
I286599,Cash
I640496,Debit Card
I882926,Debit Card
I151008,Credit Card
I233007,Credit Card
I249368,Credit Card
I198641,Credit Card
I123256,Credit Card
I783606,Cash
I212272,Cash
I177773,Cash
I319070,Cash
I199638,Cash
I176184,Cash
I185276,Credit Card
I186772,Credit Card
I203702,Debit Card
I388519,Cash
I290549,Debit Card
I288114,Cash
I109033,Cash
I175682,Cash
I313048,Debit Card
I297476,Credit Card
I243638,Credit Card
I234209,Credit Card
I155774,Cash
I178717,Cash
I796970,Cash
I148934,Cash
I219980,Debit Card
I185283,Cash
I423676,Cash
I206008,Cash
I645337,Credit Card
I155010,Cash
I287612,Cash
I286482,Credit Card
I233841,Debit Card
I297030,Debit Card
I727995,Cash
I226841,Cash
I221162,Cash
I411862,Cash
I414447,Credit Card
I186137,Credit Card
I429578,Credit Card
I874661,Cash
I392180,Cash
I663873,Credit Card
I214188,Cash
I268289,Debit Card
I206963,Debit Card
I241002,Credit Card
I142056,Debit Card
I333151,Credit Card
I143046,Cash
I280911,Cash
I232163,Credit Card
I172652,Credit Card
I120682,Cash
I911312,Cash
I980153,Debit Card
I946723,Credit Card
I341518,Credit Card
I199161,Credit Card
I285284,Cash
I165337,Cash
I481894,Cash
I153154,Debit Card
I265460,Cash
I229321,Cash
I448462,Cash
I504202,Credit Card
I169885,Cash
I273749,Credit Card
I102837,Cash
I233690,Credit Card
I210815,Credit Card
I116447,Debit Card
I151486,Cash
I622382,Cash
I314934,Debit Card
I238468,Credit Card
I533334,Cash
I161050,Credit Card
I237473,Cash
I317610,Credit Card
I674196,Credit Card
I507042,Credit Card
I312271,Cash
I264908,Credit Card
I187593,Credit Card
I109831,Cash
I186874,Credit Card
I130491,Cash
I295035,Cash
I127568,Credit Card
I241954,Cash
I146287,Credit Card
I306252,Credit Card
I229179,Debit Card
I188922,Cash
I991166,Credit Card
I322040,Cash
I219745,Credit Card
I244028,Cash
I277357,Debit Card
I222581,Credit Card
I293236,Cash
I252570,Credit Card
I311142,Cash
I318254,Credit Card
I668350,Cash
I261371,Cash
I287099,Cash
I282450,Credit Card
I157622,Cash
I312732,Cash
I222216,Cash
I881012,Cash
I413665,Credit Card
I885981,Credit Card
I279271,Credit Card
I294005,Credit Card
I158464,Debit Card
I276082,Debit Card
I294984,Cash
I325685,Credit Card
I223496,Credit Card
I229345,Debit Card
I263273,Credit Card
I429301,Credit Card
I185005,Cash
I225712,Cash
I321709,Credit Card
I889678,Cash
I971905,Credit Card
I285442,Credit Card
I101328,Cash
I228872,Cash
I292292,Credit Card
I172110,Debit Card
I379533,Debit Card
I121638,Debit Card
I161936,Credit Card
I214679,Debit Card
I239048,Credit Card
I240742,Cash
I202892,Credit Card
I224550,Debit Card
I158556,Credit Card
I657745,Cash
I153416,Cash
I127972,Cash
I592114,Cash
I191937,Cash
I311247,Cash
I306297,Credit Card
I218649,Cash
I211749,Debit Card
I322797,Cash
I295316,Credit Card
I253842,Debit Card
I181782,Credit Card
I283882,Debit Card
I206217,Credit Card
I930167,Cash
I315511,Credit Card
I260901,Credit Card
I600030,Cash
I255114,Debit Card
I209438,Cash
I463208,Cash
I517096,Credit Card
I162465,Credit Card
I207384,Cash
I583577,Cash
I295874,Cash
I305569,Debit Card
I117692,Cash
I244230,Debit Card
I184941,Cash
I288766,Cash
I206900,Debit Card
I255565,Cash
I234663,Credit Card
I636911,Cash
I104915,Credit Card
I327466,Cash
I325177,Cash
I582119,Debit Card
I592647,Credit Card
I279367,Debit Card
I162816,Credit Card
I235817,Credit Card
I531514,Debit Card
I245042,Cash
I312025,Credit Card
I200946,Cash
I174157,Debit Card
I133182,Credit Card
I224620,Cash
I108293,Cash
I950155,Debit Card
I284787,Cash
I120665,Credit Card
I254839,Cash
I122562,Cash
I132450,Cash
I440297,Cash
I133588,Credit Card
I285101,Credit Card
I204620,Cash
I862404,Cash
I392086,Debit Card
I258522,Credit Card
I132994,Cash
I130196,Credit Card
I166867,Cash
I317226,Cash
I798749,Cash
I102697,Debit Card
I120046,Debit Card
I635695,Cash
I793131,Cash
I693675,Credit Card
I815253,Credit Card
I235966,Cash
I242116,Credit Card
I335207,Credit Card
I182497,Debit Card
I182063,Cash
I339222,Credit Card
I679548,Cash
I805262,Cash
I608683,Debit Card
I189493,Credit Card
I193783,Cash
I256106,Credit Card
I302108,Debit Card
I325017,Cash
I143192,Cash
I318813,Cash
I742379,Cash
I149337,Debit Card
I239553,Debit Card
I283737,Cash
I605562,Credit Card
I224902,Cash
I970057,Debit Card
I627548,Cash
I835635,Cash
I298941,Credit Card
I296198,Cash
I315380,Cash
I194249,Cash
I197788,Cash
I212996,Credit Card
I198134,Cash
I211548,Credit Card
I167938,Cash
I326880,Credit Card
I793674,Credit Card
I256760,Cash
I428036,Debit Card
I877496,Credit Card
I886560,Credit Card
I210208,Cash
I150997,Credit Card
I759431,Cash
I153260,Debit Card
I937401,Debit Card
I332471,Cash
I179887,Cash
I309947,Credit Card
I147944,Cash
I264751,Cash
I176307,Cash
I123702,Cash
I240611,Credit Card
I220362,Credit Card
I374464,Cash
I329819,Credit Card
I711092,Credit Card
I170277,Credit Card
I728743,Cash
I202494,Debit Card
I572795,Credit Card
I957054,Cash
I347787,Credit Card
I114933,Cash
I151379,Cash
I336576,Credit Card
I333325,Debit Card
I480452,Credit Card
I334563,Credit Card
I175198,Credit Card
I227866,Credit Card
I247465,Debit Card
I104254,Debit Card
I770955,Cash
I194749,Credit Card
I116126,Debit Card
I339349,Cash
I126103,Cash
I213064,Cash
I107825,Cash
I175061,Cash
I274928,Cash
I334492,Credit Card
I225283,Cash
I323039,Cash
I124662,Cash
I145820,Cash
I267480,Credit Card
I164105,Debit Card
I180419,Cash
I267953,Credit Card
I867864,Debit Card
I110913,Cash
I257339,Cash
I115060,Credit Card
I125570,Credit Card
I782419,Cash
I111869,Credit Card
I240258,Credit Card
I237195,Credit Card
I266913,Debit Card
I112934,Cash
I135895,Cash
I283468,Cash
I154667,Debit Card
I256642,Debit Card
I169213,Credit Card
I880304,Credit Card
I967005,Cash
I245146,Cash
I626009,Cash
I196742,Cash
I359895,Credit Card
I638466,Credit Card
I460599,Credit Card
I263515,Debit Card
I840114,Credit Card
I277793,Cash
I295101,Credit Card
I142218,Cash
I358522,Debit Card
I191904,Credit Card
I191417,Cash
I163040,Cash
I255314,Cash
I597429,Cash
I258482,Credit Card
I308868,Credit Card
I148598,Cash
I324912,Cash
I186610,Credit Card
I243702,Cash
I181309,Credit Card
I342476,Credit Card
I999106,Cash
I188829,Credit Card
I280510,Debit Card
I185562,Credit Card
I676269,Credit Card
I364920,Credit Card
I152485,Cash
I162440,Cash
I241905,Credit Card
I222061,Cash
I150972,Credit Card
I856332,Cash
I304937,Credit Card
I209550,Cash
I167164,Credit Card
I417021,Credit Card
I327385,Credit Card
I160807,Cash
I176900,Cash
I379458,Cash
I133536,Debit Card
I298326,Debit Card
I125256,Cash
I353703,Credit Card
I977346,Debit Card
I857057,Credit Card
I655961,Cash
I195444,Credit Card
I287263,Cash
I235793,Cash
I248417,Cash
I237383,Debit Card
I284848,Cash
I755368,Cash
I478039,Debit Card
I161954,Cash
I290063,Credit Card
I204759,Debit Card
I206829,Debit Card
I453370,Credit Card
I436639,Credit Card
I298804,Cash
I213945,Credit Card
I290070,Cash
I280714,Cash
I283736,Cash
I284079,Cash
I129157,Cash
I436605,Cash
I119849,Debit Card
I239398,Cash
I247699,Credit Card
I172605,Cash
I167179,Debit Card
I336582,Cash
I331190,Cash
I152926,Credit Card
I156792,Credit Card
I974756,Cash
I968489,Credit Card
I249758,Credit Card
I474278,Credit Card
I103958,Credit Card
I377290,Credit Card
I683604,Cash
I265274,Credit Card
I308310,Credit Card
I283905,Cash
I259192,Credit Card
I285871,Debit Card
I133305,Cash
I493579,Cash
I217182,Credit Card
I321766,Debit Card
I251037,Credit Card
I557933,Credit Card
I850440,Debit Card
I207588,Cash
I237108,Credit Card
I577195,Credit Card
I220788,Cash
I386122,Credit Card
I634059,Debit Card
I133100,Cash
I201770,Credit Card
I624114,Credit Card
I322489,Credit Card
I155221,Credit Card
I518544,Debit Card
I240078,Cash
I322178,Cash
I216062,Debit Card
I138853,Credit Card
I201498,Credit Card
I257148,Cash
I253350,Cash
I607353,Cash
I291717,Cash
I315404,Cash
I255456,Debit Card
I155292,Cash
I576000,Cash
I164332,Cash
I176842,Debit Card
I145837,Credit Card
I134538,Cash
I303691,Credit Card
I301549,Cash
I331027,Cash
I235270,Cash
I274766,Cash
I312804,Credit Card
I162340,Cash
I224486,Cash
I331701,Debit Card
I222227,Cash
I853845,Debit Card
I326864,Cash
I343332,Credit Card
I788700,Cash
I968101,Debit Card
I104739,Debit Card
I220269,Cash
I160278,Debit Card
I273128,Credit Card
I108649,Debit Card
I232486,Debit Card
I324540,Credit Card
I264158,Cash
I209526,Cash
I242147,Cash
I266820,Credit Card
I678320,Debit Card
I196636,Cash
I323687,Credit Card
I259716,Credit Card
I257976,Debit Card
I302004,Debit Card
I128443,Debit Card
I113721,Cash
I299418,Cash
